team_number,name,nickname,location,website
2916,Health First / Harris Corp / Able Trust / Brevard Public Schools &amp; Bayside Engineering &amp; Technology Academy,Bionic Bears,"Palm Bay, FL, USA",http://www.wix.com/charityamatrudi/bionicbears
2917,Woodward Career Technical High School,Woodward RoboDogs,"Cincinnati, OH, USA",None
2918,BAE Systems/JCPenney Co./Bevill State Community College/Alabama Power Service Organization &amp; Walker County Center of Technology,Gear Heads,"Jasper, AL, USA",http://www.wcctgearheads.com
2919,The Boeing Company &amp; Fremont Senior High School,Night Wolves,"L.A., CA, USA",http://team2919.net/
2920,NASA Stennis Space Center &amp; Holly Springs High School,Robo-Hawks,"Holly Springs, MS, USA",http://robohawk.webs.com/
2921,Boeing &amp; Henry Foss High School,Falcon,"Tacoma, WA, USA",None
2922,WA OSPI/Concrete School District/Bezos Family Foundation/Janicki Industries/BP Cherry Point Refinery/The Washington Cafe &amp; Bakery/Integra/Ronk Bros Heating &amp; AC/Seven Sisters, Inc./Van&#39;s Equipment/Storms Fabrication &amp; Repair/5B&#39;s Bakery/Interconnect Systems &amp; Concrete High School,Caution,"Concrete, WA, USA",None
2923,NASA/Platt Electric Supply/Washington State Robotics Grant/Bezo Foundation &amp; Rosalia High School,Aggies,"Rosalia, WA, USA",None
2924,Boeing / OSPI Washington / Bezos Family Foundation / Port Ludlow Community Enrichment Alliance &amp; Chimacum High School,2924 Murphy&#39;s Lawyers,"Chimacum, WA, USA",None
2925,Boeing / Bezo Family Foundation &amp; WV Tech Center  High School,North Central Tech Center,"Wenatchee, WA, USA",None
2926,GE/The Boeing Company/Bezos Family Foundation/Washington State Office of Superintendent of Public Instruction/Wapato School District (WSD) &amp; Wapato High School,Robo Sparks,"Wapato, WA, USA",http://www.robosparks.com
2927,BAE Systems &amp; Graham Kapowsin High School,Pi Rho Techs,"Graham, WA, USA",http://bayessoftware.com/robotics/
2928,The Boeing Company / GM Nameplate / OSPI / Online Metals / Intellectual Ventures / F5 Networks / SPEEA / Ballard High School PTSA &amp; Ballard High School,Viking Robotics,"Seattle, WA, USA",http://www.ballardrobotics.org
2929,Accenture &amp; Emerald Ridge High School,JAGBOTS,"Puyallup, WA, USA",http://Jagbots2929.org
2930,The Boeing Company / Phillips Healthcare / Snohomish Education Foundation / Custom Control Concepts &amp; Glacier Peak High School,TaterBotz,"Snohomish, WA, USA",http://glacierpeak.sno.wednet.edu/robotics/
2932,NASA/Pearl Harbor Naval Shipyard/BAE Systems &amp; Mid-Pacific Institute,Pueo Power Engineering,"Honolulu, HI, USA",http://www.mpirobotics.zxq.net
2933,Bronx Academy Senior High,BASH,"Bronx, NY, USA",None
2934,CSTEM &amp; 9th Grade College Preparatory Academy and Sam Houston MSTC,Tech Tigers,"Houston, TX, USA",None
2935,DHR Inc. &amp; TDSB &amp; North Albion C.I. &amp; NACI Cougar Council,NACI Robotics,"Toronto, ON, Canada",http://www.team2935.org/
2936,Texas Direct Auto / Texas Workforce Commission / FIRST In Texas / Dickinson Education Foundation &amp; Dickinson High School,Gatorzillas,"Dickinson, TX, USA",http://www.gatorzillas.com/
2938,Texas High School Project &amp; Harmony School of Excellence,HSE Tigers,"Houston, TX, USA",http://harmonytigers.webonsites.com/
2940,ACCP &amp; CHEST Foundation/NASA &amp; Howard Area Leadership Academy,The Alternative Experience,"Chicago, IL, USA",None
2941,NASA / NASA Glenn Research Center / Ohio Space Grant Consortium &amp; Benjamin Logan High School,BLURR-Ben Logan Ultra Raider Robotics,"Bellefontaine, OH, USA",None
2942,The Boeing Company/SPEEA &amp; TEC High School,Panda Machine,"Seattle, WA, USA",None
2943,The Boeing Company/jcpenney &amp; Gilliam Collegiate Academy,ROBO Dynamics,"Dallas, TX, USA",None
2944,Itron &amp; Lewis and Clark High School,Titanium Tigers,"Spokane, WA, USA",http://www.team2944.com/
2945,The Boeing Company &amp; Manitou Springs High School,Steel Mustangs,"Manitou Springs, CO, USA",http://www.manitourobotics.com
2946,GE Volunteers of GE Healthcare/Medical College of Wisconsin &amp; Milwaukee Academy of Science High School,Novas,"Milwaukee, WI, USA",None
2947,SRT &amp; HARMONY SCIENCE ACADEMY-EL PASO,ROBO-TIGERS,"EL PASO, TX, USA",http://www.robotigers.org/
2948,Lockheed Martin/jcpenney &amp; Harmony Science Academy Fort Worth,Prototype,"Fort Worth, TX, USA",https://sites.google.com/site/frcteam2948/home
2949,NASA/Genesis Automation/Milwaukee School of Engineering/jcpenney/4H &amp; Batavia Robotics &amp; Fox Valley Robotics,pwnage,"Batavia, IL, USA",http://pwnage.foxvalleyrobotics.com
2950,Texas High School Project/jcpenney &amp; Harmony Science Academy Waco,Devastators,"Waco, TX, USA",http://www.hsawaco.org/FRCTeam/home.html
2951,NASA/Boeing &amp; Benson Tech High School,Benson High Robotics Club,"Portland, OR, USA",None
2952,Southern Folger &amp; Brackenridge High School,Brackenbots,"San Antonio, TX, USA",None
2953,Greater Texas Foundation &amp; Cornerstone Crossroads Academy,South Dallas Bots,"Dallas, TX, USA",None
2956,Energized for STEM Academy High School,E-STEM EAGLES,"Houston, TX, USA",http://www.estemacademy.org
2957,Medtronic, Inc./Mayo Clinic Health System/Alden-Conger Robotic Team &amp; Alden-Conger Public School,Knights,"Alden, MN, USA",None
2958,NASA/GE Volunteers &amp; Creekview High School,Grizzly&#39;s,"Canton, GA, USA",None
2959,Edgewater Automation/Manasha Corporation/AEP &amp; Coloma High School &amp; Watervliet HIgh School &amp; Lake Michigan Catholic High School &amp; Grace Christian High School &amp; Michigan Lutheran High School &amp; Eau Claire High School,Robotarians,"Coloma, MI, USA",http://cwtech-robotarians.org
2960,birmingham education foundation/chrysler education foundation/PTC/True Fabrication and Machine, Inc. &amp; birmingham seaholm and groves high school,automation nation,"birmingham, MI, USA",None
2961,The Boeing Company/District of Columbia Public Schools &amp; Dunbar Pre-Engineering High School,Crimson Tide Engineers,"Washington, DC, USA",None
2962,District of Columbia Public Schools/Engage Integrated Systems Technology &amp; Luke C. Moore Academy SHS,EagleBots,"Washington, DC, USA",http://lukemoorerobotics.org
2963,DCPS/Booz Allen Hamilton/WPI/Interface Media Group/NAVSEA &amp; Anacostia Senior High School,AnaDroids,"Washington, DC, USA",http://anadroids2963.moonfruit.com/
2964,Accenture/NAVSEA/NDEP/IEEE &amp; KIPP DC,Robopanthers,"Washington, DC, USA",http://www.transformers2964.webs.com
2965,Harmony Science Academy Lubbock/THSP &amp; Harmony Science Academy-Lubbock,Iron Vikings,"Lubbock, TX, USA",None
2966,Valley View T-STEM Early College High School,XM,"Pharr, TX, USA",None
2967,Panasonic Energy Corporation/Women in Technology- Atlanta GA/Booz Allen Hamilton/Science Applications Int&#39;l Corp. -- Ft. Benning &amp; Columbus High School,Columbus IronWorks,"Columbus, GA, USA",http://p2s.coolpage.biz
2969,SRT/Greater Texas Foundation/Project Lead the Way &amp; Sam Houston High School,Hurricane Robotics,"San Antonio, TX, USA",http://www.team2969.com
2970,Kenosha Area Business Alliance/SRT-Nypro/Gateway Technical College &amp; Kenosha eSchool High School,eSchool eBots,"Kenosha, WI, USA",None
2971,NASA &amp; Riverbend Professional Technical Academy,ROBO-IDAHO,"Coeur d&#39;Alene, ID, USA",http://rpta.net
2972,Covidien/Spectra Logic/Dawson Parents Association/Buckwerx LLC/Friends of RC Dawson &amp; Alexander Dawson School,RC Dawson,"Lafayette, CO, USA",http://RCDawson2972.blogspot.com
2973,NASA / NDEP / UTC Pratt &amp; Whitney / Intergraph / PTC / ProtoMachineWorks &amp; Bob Jones High School &amp; James Clemens High School,Mad Rockers,"Madison, AL, USA",http://www.rockers2973.com/
2974,GE Volunteers/Taylor &amp; Mathis/United Technologies-Automated Logic/Novelis/Women in Technology/Lockheed Martin/NASA &amp; George Walton High School,Walton Robotics,"Marietta, GA, USA",http://www.waltonrobotics.org
2975,Trade Construction/ITT Technical Institute-Baton Rouge &amp; Central High School &amp; Central Community School System,Team Viral,"Central, LA, USA",None
2976,The Boeing Company/Issaquah Schools Foundation &amp; Skyline High School,Spartabots,"Sammamish, WA, USA",http://spartabots.org
2977,Logistics Health, Inc./Ace Communications Group/La Crescent Booster Club/Torrance Casting &amp; La Crescent-Hokah High School,Sir Lancer Bots,"La Crescent, MN, USA",http://www.lacrescentrobotics.com/
2978,The Boeing Company/The Doerr Family/HTE Technologies/HWP Rigging/Optimist Club of Clayton/Greater St. Louis Community Foundation/SIGN-A-RAMA/Southside Optimist Club/Emerson/SME-EF/Lindenwood Drugs/Ameren Missouri/Dino&#39;s Logistics, Inc &amp; Bishop DuBourg High School,Cavaliers,"St. Louis, MO, USA",http://robotics.bishopdubourg.org
2979,Texas High School Project Fund of the Communities Foundation of Texas/jcpenney &amp; Harmony Science Academy,RO-BEAUMONT,"Beaumont, TX, USA",None
2980,The Boeing Company/Hewlett-Packard/Soroptimist International of Oak Harbor/Trossen Robotics &amp; Oak Harbor High School,The Whidbey Island Wild Cats,"Oak Harbor, WA, USA",http://sites.google.com/site/team2980frc/
2981,A. J. Moore Academy High School,Bulldogs,"Waco, TX, USA",http://www.wacoisd.org
2982,Texas Workforce Comission &amp; Laredo ISD Early College High School @ TAMIU,Phoenix Metal,"Laredo, TX, USA",http://www.laredoisd.org/ECHSRobotics/Homepage.html
2983,NASA &amp; Creekside HS:Georgia Institute of Technology,Robo-Noles,"Fairburn, GA, USA",None
2984,Dini Group/SAIC/Qualcomm/Alphatec Spine/Farnamcorp./Carolyn&#39;s Haüs/Neil Vesco &amp; La Jolla High School,The Vikings,"La Jolla, CA, USA",http://ljhs.sandi.net/first/
2985,Time Warner Cable / CPS Energy / School of Excellence in Education / San Antonio TAME &amp; Milton B. Lee,Tech Know Logic,"San Antonio, TX, USA",None
2986,Advanced Science and Technology Education Center, Inc./Oklahoma State Department of Education/ITT Technical Institute &amp; ASTEC Charter High School,Mortal ComBot,"Oklahoma City, OK, USA",http://www.astecrobotics.org
2987,Farmington High School,Tigers,"Farmington, MN, USA",None
2988,Heidi &amp; Robert Hirsh / EIT, LLC / Rappahannock Electric Cooperative / Shenandoah Control Systems &amp; Clarke County High School,RoboGenesis,"Berryville, VA, USA",http://www.edline.net/pages/Clarke_County_High_School/Design_Resources/Shortcuts/Programs/Robotics
2989,Best Buy &amp; First Robotics team of Richfield High School &amp; Academy of Holy Angels,Holy Spartans,"Richfield, MN, USA",http://holyspartans.weebly.com/
2990,The Boeing Company/Meggitt Polymere Solutions/Elkins Ironworks/Platt Electric/Hanard Machine/DeWalt Power Tools/SCTC/Zephyr Engineering &amp; Hotwire Robotics,Hotwire,"Aumsville, OR, USA",http://hotwirerobotics.com
2991,Eastwood Academy High School,Boxer Bots,"Houston, TX, USA",None
2992,St. Tammany Parish School Board/National Defense Education Program/Chevron/Fort Knox Climate Controlled Self Storage &amp; Mandeville High School,The SS Prometheus,"Mandeville, LA, USA",http://mandevillerobotics.wix.com
2993,NASA/Leading Edge Machine/Mountain Toppers/Campbell Scientific/jcpenney/Cache Valley Olive Garden/Texas Roadhouse &amp; InTech Collegiate High School,InTech MegaBots,"North Logan, UT, USA",http://megabots.intechchs.org
2994,Deloitte / Lockheed Martin / Mitel / Kanata Research Park / PROTOCASE / Ottawa Catholic School Board / Carleton University &amp; All Saints High School,ASTECHZ,"Kanata, ON, Canada",http://allsaintsrobotics.com
2995,Texas High School project (THSP) &amp; T. Garza Early College High School at Mountain View College,&quot;Mountain Force Robotics&quot;,"Dallas, TX, USA",None
2996,Lockheed Martin / United States Air Force Academy / Honeywell / Challenger Learning Center / Aeroflex / Vertec Tool, Inc / IEEE / Fastenal &amp; Coronado High School,Cougars Gone Wired,"Colorado Springs, CO, USA",http://www.team2996.com
2998,JMU &amp; Thomas Jefferson High School,Vikings,"Richmond, VA, USA",None
2999,SRT &amp; Thomas Jefferson High School,TJHS,"Rochester, NY, USA",http://tjeff.org
3000,BAE SYSTEMS &amp; Jeffersontown High School,Jeffersontown Robochargers,"Louisville, KY, USA",None
3001,Boeing / Quality Vessel Engineering / Villa&#39;s Tacos and Seafood Restaurant / Phat Family &amp; Santa Fe High School,Chieftain Robotics,"Santa Fe Springs, CA, USA",None
3002,Detroit Public Schools / Michigan Enginerring Zone (MEZ) / Four Corners Bistro &amp; Detroit Central High School Trailblazers,Roboblazers,"Detroit, MI, USA",None
3003,Xerox Corporation/IEC Electronics &amp; Canandaigua Academy,TAN(X),"Canandaigua, NY, USA",http://www.tan-x.info
3004,Bloomberg .net / SRT / Manhattan College &amp; Bronx Engineering and Technology Academy High School,bronx knights,"Bronx, NY, USA",None
3005,Texas Instruments/Vickery Meadows Foundation/Texas Workforce Commission/Greater Texas Foundation/jcpenney &amp; Emmett J Conrad High School,ROBOCHARGERS,"Dallas, TX, USA",http://www.robochargers.net
3006,Salt Lake Education Foundation/University of Utah Department of Physics and Astronomy/IEEE/L-3/Platt Electric &amp; West High School,Red Rock Robotics,"Salt Lake City, UT, USA",http://www.RedRockRobotics.org/FIRST.html
3007,The Pentair Foundation &amp; Tartan High School,Robotitans,"Oakdale, MN, USA",None
3008,BristleBots / PTC / FedEx / Sunset Rotery / Friends of Robotics Organization Committee / BAE Systems / Armed Forces Communication Electronic Association Education Foundation / NDEP &amp; Kalani  High School,Falcons,"Honolulu, HI, USA",http://www.kalanirobotics.org
3009,Draney Family / Goodfellow Corp. / San Diego Gas &amp; Electric / Sunrise Rotary / Begley Family / Harkins Family / Taylor Manning Family / Boulder City Rotary / ITT Technical Institute / Myra and James Davis / Boulder Dam Credit Union / Boulder City Chamber of Commerce / Desert Sun Reality / Fisher Space Pen / Barth Electronics, Inc / Richner Air Conditioning / AutoSpecialists / Alan Bowman / Richner Family &amp; Boulder City High School,High Scalers,"Boulder City, NV, USA",http://bchsrobotics.com/
3010,AEP Ohio/Ariel Corporation/jcpenney/JPMorganChase Foundation Volunteer Recognition Program &amp; Centerburg High School,The Red Plague,"Centerburg, OH, USA",http://www.team3010.org
3011,Wiesbaden Community Spouses Club/BAE Systems/United States Air Force/Veterans of Foreign Wars Post 27/Society of American Military Engineers/Igus Inc./Robotronix, Italy/Method Park/INCOSE/US Army Corp of Engineers/Air Force Association/Department of Defense Education Activity &amp; Wiesbaden High School,RoboWarriors,"Wiesbaden (US School), HE, Germany",http://robo.eportalnow.net/
3012,BAE Systems / Houston Endowment Inc. / Houston FIRST &amp; Cypress Lakes High School,Spartans,"Houston, TX, USA",None
3013,NASA/Google/NOVA Group/Bulldog Machine/Moschetti Coffee/XKT Engineering/Solano County Office of Education/Skyview Memorial/Vallejo City Unified School District/Minuteman Press of Vallejo/Klimisch, Inc. Collision Repair Specialists &amp; Vallejo High School Robotics,Zombots,"Vallejo, CA, USA",http://www.frcteam3013.com
3014,NASA/Society of Mexican American Engineers and Scientists (MAES) &amp; Albuquerque High School,Tech Heads,"Albuquerque, NM, USA",http://www.ahsrobotics.com
3015,Xerox Corporation/NASA/UTC/Advantage Federal Credit Union/PTC/ANKOM/Flower City Communications/Getinge &amp; Spencerport High School,Ranger Robotics,"Spencerport, NY, USA",http://rangerrobot.com/
3016,Cypress Creek High School,Creek,"Houston, TX, USA",None
3017,Port Authority of NY &amp; NJ / Pershing Square Foundation &amp; Francis Lewis High School &amp; FLHS Student Organization,Patriots,"Fresh Meadows, NY, USA",http://www.flhsrobotics.com
3018,Medtronic/Gustavus Adolphus College/DLC, Inc/Windings, Inc &amp; Team Nordic Storm,Nordic Storm,"Saint Peter, MN, USA",http://www.nordicstorm.org/
3019,The Boeing Company/The Microsoft Store/Employees of Standard Aero/Employees of Microchip Technology &amp; Chaparral High School,Firebirds,"Scottsdale, AZ, USA",http://www.firebirdrobotics.com
3020,Boeing &amp; Santa Margarita Catholic High School,Boeing/ Rocket Scientist Management (RSM),"Rancho Santa Margarita, CA, USA",None
3021,Nordson Asymtek / ViaSat / BAE Systems / VPS.net &amp; Classical Academy High School,The  Agency,"Escondido, CA, USA",http://agency-stem.org/
3022,Brin Wojcicki Foundation/Comcast Foundation/Intuitive Surgical/Grove Dale/Harris Precision Sheetmetal &amp; Piedmont Hills High School Robotics Team,MKS Explosion,"San Jose, CA, USA",None
3023,Medtronic &amp; ISD 728 Elk River Area Schools,STARK Industries,"Elk River, MN, USA",http://www.elkriver.k12.mn.us/webpages/roboticsclub/index.cfm
3024,Evogeneao &amp; Ashland High School,My Favorite Team,"Ashland, OR, USA",None
3025,United Launch Alliance / General Electric / BASF / EFP Corporation / Decatur City Schools Foundation / NASA / AUVSI &amp; Decatur High School Austin High School Robotic Coalition,DARC,"Decatur, AL, USA",http://www.darcrobotics.org
3026,Sil-Pro &amp; Delano High School,The Berzerkistani Knights,"Delano, MN, USA",http://jfinn@elano.k12.mn.us
3027,Amgen/Oxnard Precision Fabrication/McConnell&#39;s Fine Ice Cream and Yogurt &amp; Saint Bonaventure High School,Seraphim Systems,"Ventura, CA, USA",None
3028,American Electric Power/South Texas College Technology Campus/FIRST in Texas/Texas High School Project of Communities Foundation of Texas/D &amp; F Industries, Inc. &amp; Hidalgo Early College High School,Robot Commando Squad,"Hidalgo, TX, USA",http://sites.google.com/site/hechsrobotics
3029,American Electric Power / Time Warner Cable / Elmendorf Family Fund(100% People Power) / Texas Work Force &amp; FIRST in Texas / PSJA ISD &amp; PSJA Thomas Jefferson T-STEM Early College High School,T-STEM Titans,"Pharr, TX, USA",http://www.tstem.us/tsa
3032,jcpenney &amp; Centro de Excelencia Master,Master Team,"Aracaju, SE, Brazil",http://www.master.aju.com.br
3034,Netafim/Blubstein Metal Works/Saina/PTC &amp; Emek Hahula High School,Galileo,"Kefar Blum, Z, Israel",http://www.emek.org.il
3035,Texas Workforce Commission/FIRST in Texas/Time Warner/NRG Engineering/TAMU-Corpus Christi, Mechanical Engineering &amp; Engineering Technology/Bluff Plastics &amp; Collegiate High School &amp; Collegiate High School Robotics Team,Droid Rage,"Corpus Christi, TX, USA",http://www.chs3035drdroidrage.net/
3036,Blandin Foundation &amp; Deer River High School,DROBA Warriors,"Deer River, MN, USA",None
3037,Texas Workforce Commission/Diagnostic Clinic of Longview &amp; Longview Global High School,GLOBOTS,"Longview, TX, USA",None
3038,St. Jude Medical Foundation/Cummins/PTC &amp; North Branch Area High School &amp; Chisago Lakes Area High School,ICE,"North Branch, MN, USA",http://www.icerobotics.org/
3039,ADS Systems, LLC/St. Charles Parish Public Schools/Shirt Shack/Engine Monitor &amp; Destrehan High School,Wildcat Robotics,"Destrehan, LA, USA",http://team3039.com
3040,northern secondary high school,red knights,"toronto, ON, Canada",None
3041,NASA/BAE Systems/Qualcomm/Dynegy/Marine Group Boat Works/AT&amp;amp;T/Dave Stall/SGI/Best Buy/Home Depot/SRT-Nypro/UFO Upholstery Fabric Outlet/Juana Morales &amp; Chula Vista High School,Spartans Robotics Club,"Chula Vista, CA, USA",http://spartanators.webs.com
3042,Thomson-Reuters &amp; Eastview High School,Cobalt Catalysts,"Apple Valley, MN, USA",None
3043,Communities Foundation of Texas/Communities Foundation of Texas &amp; DaVinci Robotics/jcpenney &amp; Da Vinci School,Dragons,"El Paso, TX, USA",http://www.dvrdragons.webs.com/
3044,Ballston Spa National Bank / NASA / Union Fire Department / Bechtel / Fast Trax / TCT Federal Credit Union / Pendulum / Guyson Corporation / Silcone Specialty Products / CSArch / Technical Building Services / PR Realty / Team Howard / GLOBALFOUNDRIES Town of Malta Community Foundation / Paone Architecture / Ballston Spa Education Foundation / Malta Sunrise Rotary &amp; Ballston Spa High School,Team 0xBE4,"Ballston Spa, NY, USA",http://www.team3044.com
3045,Intuitive Surgical, Inc &amp; Junipero Serra High School &amp; Mercy High School Burlingame,SWAT Robotics,"San Mateo, CA, USA",None
3046,NASA/NAV, LLC &amp; Greenbrier West High School,GWHS RoboFanatics,"Charmco, WV, USA",None
3048,SRT/General Dynamics Advanced Information Systems/ON Semiconductor/Celtic Forklift &amp; East Valley Institute Of Technology,Critical Mass,"Mesa / Tempe, AZ, USA",http://teamcriticalmass.wordpress.com/
3049,Puget Sound Naval Shipyard/National Defense Education Program &amp; Bremerton High School,Fluffy Robotics,"Bremerton, WA, USA",http://fluffyrobotics.info
3052,City of Rishon Lezion &amp; Makif Yud High School,Makif Yud,"Rishon Lezion, M, Israel",http://firstdorothy3052.com/
3053,Pershing Square &amp; Martin Van Buren,VB Stingers,"Queens Village, NY, USA",http://vbstingers.com/
3054,Arrowhead Electric &amp; Cook County High School,IceStorm,"Grand Marais, MN, USA",http://www.cookcountyschools.org/se3bin/clientgenie.cgi
3055,Hormel Foundation / Medtronic &amp; Austin High School,Furious George,"Austin, MN, USA",None
3056,Pentair &amp; Crookston High School,Pirates,"Crookston, MN, USA",None
3057,SRT &amp; James Monroe High School,MHS Jaquers,"Rochester, NY, USA",None
3058,PTC/Dura Supreme &amp; Annandale High School,AnnDroids,"Annandale, MN, USA",http://www.annandalerobotics.org/
3059,Con Edison / Economos Foundation / NCC: Gateway Academy &amp; Riverside Engineering &amp; Design High School,Envirobotics,"Yonkers, NY, USA",http://www.envirobotics3059.com/
3060,Roeper High School,The Narcoleptic Doxins,"Birmingham, MI, USA",None
3061,Motorola Solutions Foundation / Navistar / Create Cut Invent / Grid Connect / Lexray &amp; Naperville North High School,Huskie Robotics,"Naperville, IL, USA",http://team3061.org/
3062,PTC &amp; St. Joseph High School,Spartan Robotics,"Natrona Heights, PA, USA",http://www.saintjosephhs.com
3063,PTC &amp; Holtz Tel Aviv High School,HOLTZ,"Tel Aviv, M, Israel",None
3064,Microsoft R&amp;amp;D Israel &amp; Tel Aviv High School,Tichon Tel Aviv,"Tichon Tel Aviv, HA, Israel",None
3065,SRT/frenkel &amp; Jatt High School,Jatt High School,"Jatt, M, Israel",http://www.jatt-highschool.net
3067,The Lable Printers/MayTech/Burgess Norton/All State-Dan Ross Agency &amp; Geneva Community High School,Robovikes,"Geneva, IL, USA",None
3069,FIRST in Michigan/SRT &amp; Denby High School &amp; Detroit Public Schools,Rollin Stones,"Detroit, MI, USA",http://rollinstones3069.com
3070,team pronto parents / metors / The Boeing Company / Microsoft / shoreline foundation / University of Washington &amp; Shorewood High School,Team Pronto,"Shoreline, WA, USA",http://www.teampronto.com
3071,C-STEM Teacher &amp; Student Support Services, Inc./Greater Texas Foundation &amp; Humble High School CATE Center,Certified NOOBS,"Humble, TX, USA",None
3072,Wythe County Technology Center,Backwoods Bots,"Wytheville, VA, USA",http://www.backwoodsbots3072.com
3073,el al/TAT/solgal &amp; The Ort Zeil Multidiscplinary  Center, Lod High school,firstinlod,"LOD, TA, Israel",http://firstinlod.ort.org.il
3074,Pratt and Whitney / Lockheed Martin / Fairchild Semiconductor &amp; The New School,New School Robotics,"Kennebunk, ME, USA",http://team3074.org
3075,Hod Hasharon Municipality/M.H.S. TECHNOLOGIES/Bnai Brith Hod Hasharon/CONTROP PRECISION TECHNOLOGIES LTD &amp; Hadarim High School,Ha-Dream Team,"Hod-Ha&#39;Sharon, M, Israel",http://hadream3075.com/
3076,Motorola &amp; Ort Arad High School,Ort Arad,"Arad, D, Israel",None
3077,Israel Arts &amp; Science Academy High School,Robobrain,"Jerusalem, JM, Israel",http://frc3077.robobrainlab.com/
3079,Genworth Financial, Inc./Tool Guys/Farmer Machine/IMG Photography/Breco Flex/Support Enterprises &amp; Henrico High School,The RoboWarriors,"Richmond, VA, USA",http://smokiethewarrior.com
3080,AEP Texas/Time Warner Cable &amp; Rio Grande City High School,So-Called Robotics,"Rio Grande City, TX, USA",None
3081,Thermo King / Microsoft Inc / Cummins, Inc. / Mall of America &amp; John F. Kennedy High School,RoboEagles,"Bloomington, MN, USA",http://kennedyrobotics.com
3082,St. Jude Medical, Inc/Rockwell Automation &amp; Minnetonka High School,Chicken Bot Pie,"Minnetonka, MN, USA",http://www.team3082.com
3083,PTC/Plasson &amp; Hof Carmel High School,Artemis,"Maagan Michael, Z, Israel",http://www.artemis3083.org
3084,Rashi Foundation &amp; Hazor Glilit High School,PatriORT,"Hazor, Z, Israel",None
3086,Ituran / Shamir Optical Industry Ltd. &amp; Broncoweiss High School,Broncoweiss,"Kyriat Shmona, Z, Israel",None
3087,Rashi Foundation/Elop &amp; Ben Shemen High School,Ben Shemen,"Ben Shemen, M, Israel",None
3088,Hod-Assaf Industries Ltd/Fanta Israel &amp; Ort Kiriat Bialik High School,Kill-O-Bites,"Kiryat Bialik, HA, Israel",http://kob.ort.org.il
3089,subaru &amp; The Hebrew Reali High School,Bot-N,"Haifa, HA, Israel",http://www.team3089.com
3090,Boston Scientific Company/Miller Ingenuity/Wincraft/Peerless Chain/RTP Company/Benchmark Electronics/Concept Tool/jcpenney/Medtronic/SRT &amp; Winona Senior High School,Winhawks,"Winona, MN, USA",http://www.winona.k12.mn.us/wshs/RoboticsTeam3090
3091,100 Black Men of Atlanta, Inc./Georgia Tech Robojackets/SRT-Nypro/Georgia Power Company/Atlanta Gas Light/EMC/Johnson Research and Development Co., Inc./Lockheed Martin/AT&amp;amp;T &amp; 100 Black Men of Atlanta,100 Scholars,"None",None
3092,Ort Nazareth Ilit High School,Nazareth Ilit,"Nazareth Ilit, Z, Israel",None
3093,Boeing &amp; Monroe High School,Bearcats,"Monroe, WA, USA",None
3094,Ramat Gan Municipality &amp; Blich High School,Blich,"Ramat Gan, M, Israel",None
3095,Total Soccer &amp; De La Salle High School,Pilots,"Warren, MI, USA",None
3096,GM Foundation/Michigan Engineering Zone (MEZ)/Detroit Public Schools &amp; East English Village Preparatory Academy,The Village Bulldogs,"Detroit, MI, USA",http://www.bulldogrobotics.org/
3097,AT&amp;amp;T/SRT &amp; Detroit Public Schools &amp; Kettering High School,Blue Lightning,"Detroit, MI, USA",None
3098,General Motors / The Chrysler Foundation / Faurecia / Lone Star Machine / 221 Robotic Systems / Kawasaki Robotics USA / Hirotec America / Hartman &amp; Tyner / 3 Dimensional Services &amp; Waterford Kettering High School,The Captains,"Waterford, MI, USA",http://www.team3098.com
3100,Henry Sibley High School,Lightning Turtles,"Mendota Heights, MN, USA",http://hsrobot.atspace.com
3102,3M Wonewok &amp; Nevis High School,TNT,"Nevis, MN, USA",http://www.nevis.k12.mn.us/robots/home.html
3103,Ion Geophysical / Jacobs Technology / Greater Texas Foundation &amp; Duchesne Academy,Iron Plaid,"Houston, TX, USA",http://web.duchesne.org/usweb/dashrobotics/index.htm
3104,NASA / United Technologies / Cyber Robotics Inc. / GE (General Electric) &amp; Academy of Information Technology and Engineering High School,The Cyber Rams,"Stamford, CT, USA",None
3105,Science Education Institute &amp; Philippine Science High School,Lagablab,"Manila, 00, Philippines",http://roboweb3105.webs.com
3106,FEST Booster Club &amp; Farmersville High School,The Contenders,"Farmersville, TX, USA",None
3107,Boeing &amp; Tilden Career Community Academy High School,Tilden Techers,"Chicago, IL, USA",http://none yet
3108,Peabody Robotcs 9th Graders High School,PR9,"pttsburgh, PA, USA",None
3109,Medtronic Inc. &amp; Grizzlies Academy,GA Robotics,"Memphis, TN, USA",None
3110,NDEP/National Defense Education Program/Friends of Rickover &amp; Rickover Naval Academy,SeaBots,"Chicago, IL, USA",None
3111,SRT &amp; Essex County Vocational Technical Schools,RoboCougars,"Newark, NJ, USA",None
3112,Con Edison / Bloomberg / SRT &amp; Gateway High Parent association &amp; Gateway School for Environmental Research &amp; Technology High School,GSERT Falcons,"Bronx, NY, USA",None
3114,SRT / AT&amp;amp;T &amp; Glenn W. Levey High School Outreach 25300 West Nine Mile Road, Southfield MI  48033,To be determined,"Southfield, MI, USA",http://TBD
3115,SRT/AT&amp;amp;T &amp; WEST SIDE ACADEMY High School &amp; Detroit Public Schools,Robo-Panthers,"Detroit, MI, USA",None
3116,Shelby Country Schools &amp; Memphis Academy of Science and Engineering,Phoenix,"Memphis, TN, USA",http://melchanel96.wix.com/mase-team-phoenix#
